Age,Gender,Job_Role,Working_Hours_Per_Day,Number_of_Projects,Sleep_Hours,Work_Life_Balance_Score,Stress_Level,Overtime_Hours,Years_of_Experience,Satisfaction_Level,Remote_or_Onsite,Burnout_Risk
45,Female,Sales Executive,6.0,3,8.5,10.0,1.0,0.0,19.8,8.9,Onsite,Low
21,Male,Sales Executive,4.4,2,8.9,10.0,1.0,0.0,0.0,10.0,Onsite,Low
38,Male,Designer,8.4,1,7.6,10.0,1.0,1.3,11.2,10.0,Onsite,Low
54,Male,Operations Manager,10.1,7,7.6,7.6,2.1,4.4,10.6,10.0,Hybrid,Medium
53,Female,Software Engineer,7.6,8,7.8,10.0,3.0,0.0,11.1,9.6,Remote,Low
34,Male,Customer Support,9.9,3,5.3,7.8,1.0,5.0,10.8,9.2,Onsite,Low
31,Male,Customer Support,7.2,1,7.9,10.0,1.0,0.0,5.4,10.0,Onsite,Low
22,Male,Data Analyst,7.0,5,8.2,10.0,2.8,0.0,0.4,9.4,Onsite,Low
38,Male,Sales Executive,7.4,2,8.4,10.0,1.0,0.0,11.1,10.0,Onsite,Low
27,Male,Software Engineer,6.4,3,6.5,10.0,2.7,0.0,2.0,10.0,Remote,Medium
26,Female,Software Engineer,10.7,3,5.9,6.0,1.6,8.6,3.0,8.7,Remote,High
26,Male,Product Manager,8.6,2,9.2,7.5,1.0,1.5,3.2,8.6,Onsite,Low
45,Male,Finance Analyst,10.7,5,7.4,7.4,4.7,5.3,15.0,8.6,Onsite,Medium
58,Male,Sales Executive,8.5,6,8.1,9.5,2.5,0.8,16.8,10.0,Onsite,Medium
25,Female,Finance Analyst,8.0,1,8.9,9.3,1.0,1.1,2.9,10.0,Remote,Low
26,Male,Marketing Executive,10.5,4,6.6,7.3,3.8,4.7,3.9,7.6,Remote,Medium
57,Female,Sales Executive,10.0,6,7.9,7.3,3.1,5.3,25.2,8.3,Onsite,Medium
35,Female,Data Analyst,6.8,3,8.5,10.0,1.0,0.0,9.6,10.0,Onsite,Low
28,Male,HR Specialist,8.5,3,7.5,10.0,2.8,2.0,4.6,8.5,Onsite,Low
57,Male,Sales Executive,8.6,4,8.4,8.9,2.1,2.9,8.4,10.0,Onsite,Medium
41,Male,Marketing Executive,9.4,1,7.3,5.8,1.1,4.8,14.8,10.0,Hybrid,Low
30,Male,Product Manager,11.0,3,6.1,3.9,3.6,9.2,6.0,8.7,Onsite,High
53,Male,Data Analyst,8.5,1,8.4,8.2,1.0,0.1,6.9,7.7,Hybrid,Medium
27,Female,Marketing Executive,5.2,3,8.5,10.0,1.0,0.0,4.1,10.0,Hybrid,Low
56,Male,Finance Analyst,7.4,5,9.1,8.6,1.0,0.0,21.0,10.0,Remote,Low
52,Male,Customer Support,5.3,4,7.7,10.0,2.1,0.0,9.1,10.0,Remote,Low
39,Female,Product Manager,6.7,4,8.5,10.0,2.3,0.0,7.9,9.5,Remote,Low
26,Male,Product Manager,11.2,4,7.3,4.9,2.7,7.0,2.1,8.1,Onsite,Medium
26,Female,Data Analyst,8.3,4,6.7,10.0,1.0,0.5,2.3,10.0,Onsite,Low
37,Female,Software Engineer,6.2,3,8.8,,1.0,0.0,9.1,9.2,Onsite,Low
45,Male,Operations Manager,7.5,4,8.4,8.6,1.0,0.0,20.9,10.0,Remote,Low
56,Male,Designer,8.7,2,7.0,7.4,1.0,3.8,10.7,8.3,Onsite,Medium
51,Male,HR Specialist,10.1,4,8.0,6.7,1.6,5.5,22.5,8.3,Onsite,Medium
54,Female,Software Engineer,7.8,3,8.1,9.8,1.0,1.0,9.5,10.0,Remote,Low
29,Female,Data Analyst,5.1,4,8.9,9.5,1.0,0.0,2.8,9.4,Onsite,Low
45,Male,Product Manager,8.3,7,6.7,10.0,4.7,0.4,20.0,8.6,Onsite,Medium
29,Female,Sales Executive,6.1,1,7.9,10.0,1.0,0.0,6.9,9.3,Onsite,Low
49,Male,Software Engineer,9.3,3,5.9,7.7,2.1,3.7,21.2,10.0,Remote,Low
24,Male,Software Engineer,9.3,3,8.3,8.3,1.0,0.9,1.5,10.0,Hybrid,Low
41,Female,Marketing Executive,6.0,5,7.0,9.0,3.7,0.0,6.2,8.6,Remote,Low
22,Female,Customer Support,9.7,1,6.2,7.8,1.9,3.2,0.5,9.0,Hybrid,Medium
25,Male,Customer Support,7.6,3,8.9,10.0,1.6,0.0,2.8,10.0,Remote,Medium
59,Female,Customer Support,10.1,1,6.2,7.0,3.5,7.2,12.6,7.9,Hybrid,High
42,Male,Marketing Executive,7.8,1,7.7,8.1,1.0,0.0,15.3,9.7,Onsite,Low
34,Male,Product Manager,9.4,3,6.4,7.9,2.5,6.0,6.6,10.0,Remote,Medium
37,Female,Sales Executive,8.1,6,7.8,9.0,1.0,0.7,4.3,9.0,Onsite,Low
56,Female,Marketing Executive,8.5,5,8.5,10.0,1.3,2.9,22.4,9.6,Onsite,Low
40,Male,Customer Support,6.0,6,8.6,10.0,2.8,0.0,8.6,7.9,Onsite,Medium
49,Male,Product Manager,10.1,2,,6.6,1.0,5.0,12.8,8.9,Remote,Medium
38,Female,Operations Manager,10.0,5,5.3,8.0,2.6,6.9,10.5,9.6,Hybrid,High
32,Female,Customer Support,9.1,2,9.5,9.1,1.0,1.1,6.3,9.3,Remote,Low
23,Male,HR Specialist,11.2,1,5.3,6.7,4.2,3.9,0.7,9.4,Onsite,High
37,Male,Finance Analyst,6.0,1,8.6,9.4,1.0,0.0,14.0,10.0,Remote,Low
55,Female,Product Manager,9.3,6,7.7,10.0,1.6,2.9,15.7,10.0,Onsite,Low
26,Male,Customer Support,13.2,2,4.6,3.0,5.2,9.8,1.5,7.6,Hybrid,High
46,Female,Software Engineer,8.7,2,,8.1,1.9,3.7,10.2,8.5,Remote,Low
30,Male,Designer,9.9,1,7.9,9.8,1.4,3.6,6.6,9.3,Remote,Low
44,Other,Product Manager,7.4,2,8.3,10.0,1.9,0.0,14.2,9.9,Remote,Low
35,Male,Finance Analyst,6.6,2,9.5,8.7,1.0,0.0,7.4,10.0,Remote,Low
45,Male,HR Specialist,7.7,3,7.6,9.0,1.3,0.0,19.6,9.2,Onsite,Medium
33,Female,Operations Manager,8.3,1,6.1,7.3,1.0,1.6,9.4,10.0,Remote,Low
36,Male,Finance Analyst,9.3,6,6.5,8.2,1.6,5.0,10.8,9.6,Remote,Medium
25,Male,Designer,8.1,2,9.1,9.7,1.0,0.0,2.5,10.0,Hybrid,Medium
39,Male,Finance Analyst,6.5,3,6.9,10.0,1.0,0.0,14.3,10.0,Onsite,Low
55,Female,Finance Analyst,5.3,2,8.9,7.7,1.0,0.0,10.7,9.3,Hybrid,Low
38,Male,HR Specialist,8.4,1,7.9,8.8,1.0,2.1,7.2,9.7,Hybrid,Low
44,Female,Software Engineer,10.9,3,7.6,7.2,1.6,4.3,8.7,9.1,Onsite,Medium
37,Male,Finance Analyst,9.0,5,8.3,8.8,1.9,2.7,14.0,9.4,Remote,Medium
49,Female,Marketing Executive,9.4,2,6.0,8.1,3.8,3.3,22.5,9.6,Onsite,Medium
59,Female,Sales Executive,9.3,1,7.8,9.3,1.3,1.3,17.9,10.0,Onsite,Low
30,Female,Product Manager,9.6,1,8.1,7.9,1.9,3.6,6.4,10.0,Remote,Medium
45,Female,HR Specialist,8.3,4,7.2,7.7,1.2,2.2,6.4,10.0,Remote,Low
30,Male,Designer,11.1,2,5.0,4.1,5.5,8.8,7.6,7.3,Hybrid,High
36,Male,Marketing Executive,8.7,1,8.6,8.7,1.0,0.2,8.2,9.7,Onsite,Low
36,Female,Designer,11.2,4,5.6,5.7,5.1,4.5,4.8,8.0,Onsite,High
46,Male,Sales Executive,11.5,2,5.7,3.2,3.1,10.9,22.3,6.3,Onsite,High
57,Male,Marketing Executive,9.5,4,6.5,7.9,1.0,5.8,21.0,10.0,Onsite,Medium
50,Female,Software Engineer,6.4,4,8.4,9.0,1.7,0.0,17.7,8.7,Hybrid,Low
45,Male,Data Analyst,9.3,2,5.9,6.8,3.7,3.8,11.9,8.1,Onsite,Medium
51,Female,Product Manager,10.2,2,7.0,6.3,4.9,6.4,10.2,6.3,Onsite,High
52,Female,Customer Support,7.2,3,8.2,10.0,1.0,0.0,21.8,10.0,Onsite,Medium
49,Female,Operations Manager,8.5,5,8.1,9.2,2.9,2.5,7.7,10.0,Remote,Low
40,Male,Product Manager,7.0,5,7.3,10.0,1.0,0.0,13.6,10.0,Onsite,Medium
53,Female,HR Specialist,6.9,2,6.9,10.0,1.0,0.0,22.8,8.8,Onsite,Low
43,Other,Finance Analyst,6.2,4,9.5,10.0,1.0,0.0,18.9,10.0,Remote,Low
42,Male,Software Engineer,9.1,1,8.3,7.2,1.0,2.4,9.3,9.3,Remote,Medium
22,Female,HR Specialist,8.1,5,8.1,9.7,1.0,0.0,0.4,9.6,Onsite,Low
34,Male,Marketing Executive,7.7,1,8.6,10.0,1.0,0.0,2.8,10.0,Hybrid,Low
58,Male,Designer,9.2,3,5.1,6.8,3.8,5.9,22.4,8.9,Remote,Medium
41,Female,Product Manager,11.2,7,5.8,5.6,8.6,9.0,17.6,7.5,Onsite,High
46,Male,Data Analyst,9.7,2,7.7,8.9,1.0,2.8,21.4,9.4,Hybrid,Low
37,Male,Designer,8.2,1,7.0,9.8,1.0,1.1,10.0,10.0,Remote,Medium
52,Male,Sales Executive,9.3,3,8.0,8.8,1.0,3.5,22.3,9.9,Remote,Low
45,Female,Finance Analyst,9.7,3,4.9,,3.3,5.2,11.6,8.1,Remote,Medium
53,Male,Data Analyst,9.1,3,9.5,9.7,1.0,0.0,23.1,9.1,Hybrid,Low
34,Female,Product Manager,7.5,5,8.1,10.0,1.0,0.0,11.4,10.0,Onsite,Low
37,Female,Software Engineer,11.3,7,5.7,8.0,5.8,5.4,9.0,9.3,Remote,High
51,Male,Sales Executive,9.0,3,8.6,9.8,1.0,0.3,6.7,10.0,Hybrid,Low
32,Male,Data Analyst,11.9,3,5.3,5.4,4.7,6.5,7.0,8.4,Remote,High
53,Male,Sales Executive,9.0,2,8.7,,1.0,2.8,9.7,10.0,Hybrid,Low
21,Female,Data Analyst,6.7,1,7.8,10.0,1.0,0.0,0.0,8.4,Remote,Low
57,Male,Finance Analyst,7.6,5,6.8,8.9,2.4,2.0,12.4,9.3,Onsite,Medium
59,Female,HR Specialist,9.4,2,8.0,7.0,1.4,4.0,7.6,9.9,Remote,Medium
32,Male,Marketing Executive,7.8,3,9.2,10.0,1.7,0.0,4.7,10.0,Remote,Low
41,Female,Customer Support,6.1,2,7.5,10.0,1.0,0.0,7.6,9.6,Hybrid,Low
53,Female,Operations Manager,8.7,3,9.5,8.0,1.0,0.7,14.2,7.7,Onsite,Low
34,Female,Sales Executive,7.9,6,6.1,9.1,1.1,0.5,10.3,10.0,Hybrid,Low
42,Male,Marketing Executive,11.8,5,3.8,5.3,7.2,10.0,13.5,7.4,Remote,High
47,Female,Customer Support,10.0,3,7.5,8.5,1.1,5.6,15.7,9.3,Hybrid,Medium
49,Female,Sales Executive,9.8,3,9.5,5.5,1.0,5.0,13.3,8.2,Hybrid,Medium
59,Male,Marketing Executive,7.9,5,9.5,8.0,1.0,0.0,12.4,8.3,Hybrid,Low
56,Male,Designer,6.7,2,8.5,10.0,1.0,0.0,14.0,9.8,Onsite,Low
45,Female,HR Specialist,6.4,1,8.8,9.2,1.0,0.0,14.8,10.0,Onsite,Low
31,Male,Customer Support,9.0,4,7.5,8.7,1.5,2.6,4.0,9.7,Remote,Low
57,Male,Operations Manager,6.8,4,7.6,9.5,1.0,0.0,7.3,9.4,Remote,Low
42,Male,Customer Support,8.9,3,8.1,7.8,1.7,0.5,6.9,9.0,Onsite,Medium
23,Male,Designer,9.0,2,7.6,9.5,1.0,0.8,1.6,10.0,Onsite,Low
30,Female,Data Analyst,9.3,3,5.8,9.9,3.2,4.3,7.3,9.9,Remote,Medium
43,Female,Product Manager,5.4,4,7.9,10.0,1.6,0.0,19.0,10.0,Remote,Medium
48,Female,Designer,6.6,5,8.8,10.0,1.0,0.0,20.5,10.0,Onsite,Low
49,Male,HR Specialist,7.6,5,9.0,10.0,1.0,0.6,24.0,10.0,Onsite,Low
56,Male,Data Analyst,7.9,2,8.9,9.9,1.0,0.0,11.7,10.0,Hybrid,Low
41,Male,Marketing Executive,9.1,1,7.0,7.7,1.0,0.8,7.4,10.0,Hybrid,Low
43,Male,Software Engineer,8.1,4,8.5,8.0,1.0,2.6,12.6,10.0,Remote,Medium
25,Female,Operations Manager,9.3,4,6.6,8.0,4.6,6.8,2.0,7.4,Onsite,High
23,Male,Designer,6.4,2,6.9,10.0,1.4,0.0,1.1,10.0,Onsite,Medium
48,Female,Finance Analyst,8.3,2,8.7,10.0,1.0,0.0,11.5,9.4,Hybrid,Low
57,Male,Finance Analyst,4.1,2,8.5,10.0,1.0,0.0,9.3,10.0,Hybrid,Low
42,Male,Data Analyst,10.4,9,5.6,5.2,6.7,9.1,16.7,8.1,Onsite,High
30,Female,Product Manager,7.6,3,8.7,8.6,1.0,0.0,6.5,10.0,Remote,Low
47,Other,Customer Support,10.4,4,6.6,5.4,3.8,6.0,11.1,8.4,Remote,Medium
52,Male,HR Specialist,10.3,4,6.1,7.9,4.7,5.3,9.7,8.2,Hybrid,High
54,Male,HR Specialist,5.9,4,7.5,10.0,1.2,0.0,9.2,9.8,Remote,Low
32,Male,Customer Support,11.0,1,5.1,4.4,6.0,11.0,8.7,9.0,Remote,High
51,Male,Designer,10.9,8,5.2,4.6,6.8,9.5,12.2,6.8,Onsite,High
57,Female,Designer,6.3,1,8.0,9.7,1.0,0.0,29.7,10.0,Hybrid,Medium
50,Female,Operations Manager,9.6,2,9.0,8.3,1.0,2.9,22.9,9.7,Hybrid,Low
54,Male,Operations Manager,8.8,1,7.7,7.1,1.0,2.1,27.2,10.0,Remote,Medium
39,Male,Data Analyst,8.2,1,8.4,9.0,1.0,0.0,10.4,7.7,Onsite,Low
39,Female,Marketing Executive,10.2,1,5.9,7.4,3.3,2.8,12.8,8.7,Onsite,Low
44,Male,Software Engineer,8.2,5,9.5,8.6,1.8,0.4,20.6,9.2,Onsite,Medium
26,Male,Data Analyst,8.0,2,7.1,10.0,2.5,1.9,3.9,10.0,Hybrid,Low
59,Male,Software Engineer,8.0,1,7.8,10.0,1.0,0.0,19.6,10.0,Remote,Low
34,Female,Software Engineer,8.1,4,9.2,9.1,3.6,0.6,9.0,8.8,Remote,Low
44,Female,Sales Executive,7.3,1,8.9,9.3,1.0,0.0,9.8,10.0,Onsite,Low
26,Female,Finance Analyst,7.1,3,8.2,9.9,1.0,0.0,4.5,10.0,Hybrid,Low
32,Female,HR Specialist,10.5,4,7.1,6.0,4.9,6.0,9.5,6.7,Hybrid,High
27,Female,Designer,8.8,1,6.7,9.6,1.0,0.4,4.3,10.0,Onsite,Low
37,Male,Customer Support,6.7,3,8.3,10.0,1.0,0.0,9.7,9.5,Onsite,Low
30,Other,Sales Executive,7.6,5,7.3,10.0,1.0,0.5,7.2,10.0,Onsite,Low
53,Female,Software Engineer,9.5,4,7.4,7.0,3.8,2.7,8.7,8.7,Hybrid,High
58,Male,HR Specialist,7.7,2,8.4,10.0,1.0,1.9,9.5,10.0,Onsite,Low
39,Female,Product Manager,4.0,4,8.2,10.0,1.4,0.0,7.0,10.0,Hybrid,Low
43,Male,Finance Analyst,10.0,3,6.9,4.8,3.5,6.1,19.4,6.3,Onsite,High
29,Male,Sales Executive,7.7,3,7.5,10.0,1.0,1.1,2.5,9.9,Onsite,Low
31,Male,Product Manager,4.1,1,8.2,10.0,1.0,0.0,8.5,10.0,Hybrid,Low
44,Female,Marketing Executive,10.2,2,4.7,4.1,5.1,8.8,18.5,6.7,Onsite,High
58,Male,HR Specialist,9.2,2,6.4,6.1,6.1,8.0,21.0,8.3,Onsite,High
26,Other,Software Engineer,7.6,2,8.7,10.0,1.0,0.0,3.4,10.0,Hybrid,Low
33,Female,Designer,7.5,1,7.3,8.0,1.0,0.0,6.8,10.0,Onsite,Low
42,Female,HR Specialist,7.5,4,7.5,9.4,1.0,0.0,14.8,9.1,Hybrid,Low
50,Female,Marketing Executive,6.3,6,8.5,9.0,1.0,0.0,25.3,10.0,Hybrid,Low
24,Female,Data Analyst,9.3,5,8.9,9.7,2.5,1.3,2.6,7.9,Remote,Medium
59,Male,Customer Support,11.7,5,6.4,5.4,6.3,8.3,30.3,8.5,Remote,High
22,Male,Operations Manager,8.8,5,7.4,7.9,1.5,4.5,0.8,10.0,Hybrid,Medium
23,Female,Marketing Executive,6.4,3,8.8,10.0,1.0,0.0,1.5,10.0,Hybrid,Low
35,Female,Operations Manager,5.6,2,9.2,9.8,1.0,0.0,8.9,9.3,Remote,Low
26,Female,Data Analyst,8.8,2,8.5,7.9,1.0,2.3,1.7,9.7,Hybrid,Low
36,Female,Sales Executive,7.7,2,7.2,10.0,2.2,0.0,7.3,10.0,Hybrid,Medium
55,Female,Data Analyst,4.4,6,8.0,8.4,1.0,0.0,29.4,8.2,Hybrid,Medium
42,Male,Finance Analyst,9.2,2,6.9,6.7,3.8,5.8,14.3,7.7,Remote,High
40,Female,Marketing Executive,9.2,5,7.3,9.6,2.4,4.2,3.9,10.0,Onsite,Medium
22,Male,Data Analyst,8.5,4,7.1,10.0,1.0,0.9,0.4,10.0,Remote,Low
29,Female,Finance Analyst,7.1,6,8.1,10.0,1.0,0.0,4.3,10.0,Hybrid,Low
44,Female,Marketing Executive,9.7,2,6.1,4.9,4.1,7.6,5.1,8.3,Onsite,High
35,Male,HR Specialist,9.3,1,7.0,6.4,1.0,5.4,9.7,9.7,Remote,Low
33,Male,Customer Support,8.7,3,5.7,9.6,1.8,0.0,3.4,10.0,Remote,Low
27,Male,HR Specialist,6.6,3,9.5,9.9,1.2,0.0,3.3,10.0,Onsite,Low
43,Male,Software Engineer,10.0,4,7.3,7.2,1.7,3.5,18.2,8.5,Remote,Medium
35,Female,Product Manager,6.3,3,9.5,8.8,1.7,0.0,4.8,8.9,Remote,Low
33,Female,HR Specialist,8.2,3,5.8,10.0,2.0,1.0,4.1,9.5,Onsite,Medium
46,Male,Operations Manager,8.8,5,9.2,10.0,1.0,3.4,14.3,10.0,Remote,Low
33,Male,Marketing Executive,5.9,1,7.3,9.2,1.0,0.0,9.7,8.9,Hybrid,Low
25,Female,Sales Executive,13.2,1,5.1,2.9,3.7,12.5,1.8,9.0,Remote,High
24,Female,Customer Support,8.2,4,8.1,7.5,1.0,3.4,1.9,10.0,Hybrid,Medium
25,Male,Designer,7.9,2,7.5,9.5,1.0,0.4,3.1,9.1,Hybrid,Low
33,Male,Finance Analyst,8.0,5,8.9,10.0,1.3,0.0,7.8,10.0,Onsite,Low
58,Male,Sales Executive,8.8,1,8.6,10.0,1.0,0.0,13.2,10.0,Hybrid,Low
54,Female,HR Specialist,9.8,5,8.4,6.9,1.0,3.4,6.9,8.5,Onsite,Medium
39,Female,Customer Support,9.2,3,6.6,9.2,2.3,2.7,15.0,10.0,Onsite,Medium
54,Female,Customer Support,5.6,1,7.8,10.0,1.0,0.0,26.9,10.0,Remote,Low
51,Female,Data Analyst,4.9,4,6.3,10.0,2.3,0.0,14.3,8.6,Hybrid,Low
44,Male,Sales Executive,7.6,1,7.2,9.0,1.0,0.0,19.1,10.0,Onsite,Low
29,Female,Marketing Executive,6.0,5,9.3,6.8,1.0,0.0,6.1,9.2,Onsite,Low
35,Male,Designer,9.1,1,9.3,8.0,1.0,0.9,11.2,9.5,Remote,Low
26,Male,Product Manager,8.4,1,7.3,9.6,2.1,2.3,4.1,10.0,Hybrid,Low
52,Female,Customer Support,4.0,1,8.6,9.7,1.6,0.0,7.4,10.0,Hybrid,Medium
49,Female,Designer,5.7,5,8.4,9.1,1.6,0.0,12.9,9.4,Onsite,Low
55,Female,Product Manager,11.5,1,4.7,4.9,2.9,6.8,13.6,9.1,Onsite,Medium
52,Female,Sales Executive,8.3,1,7.4,8.8,1.0,1.8,6.8,8.0,Remote,Low
27,Female,Software Engineer,10.3,4,6.2,5.4,3.4,7.6,4.5,7.7,Onsite,Medium
37,Male,Designer,9.4,3,6.4,9.3,3.5,3.3,13.0,10.0,Remote,Medium
46,Female,Customer Support,11.3,2,6.7,4.7,4.8,8.5,8.0,7.5,Remote,High
41,Male,Data Analyst,10.5,1,7.1,4.3,4.8,5.9,17.2,8.1,Remote,Medium
26,Female,Customer Support,7.4,3,7.9,10.0,1.0,0.0,1.9,10.0,Remote,Low
26,Male,Product Manager,7.5,2,6.9,9.6,1.0,0.0,1.5,10.0,Remote,Low
26,Female,Data Analyst,7.5,2,6.8,9.7,1.0,0.0,2.5,10.0,Onsite,Low
52,Male,Product Manager,7.7,3,9.1,10.0,1.0,0.0,17.4,10.0,Remote,Low
51,Female,Designer,7.5,3,9.5,9.8,1.0,0.0,21.7,10.0,Remote,Low
29,Male,Product Manager,10.6,5,7.1,6.4,1.2,4.2,5.3,9.2,Hybrid,Medium
56,Female,HR Specialist,4.2,3,9.4,10.0,1.0,0.0,9.0,10.0,Hybrid,Low
30,Male,Designer,7.1,2,7.6,10.0,1.0,0.0,2.6,10.0,Onsite,Low
38,Male,Operations Manager,11.5,2,6.2,7.4,2.0,8.0,12.1,8.6,Remote,Medium
53,Male,Software Engineer,8.1,2,7.6,9.2,2.3,1.7,13.2,8.5,Hybrid,Low
52,Male,HR Specialist,11.8,7,4.1,4.1,7.7,9.9,17.5,6.6,Onsite,High
48,Female,Software Engineer,7.0,4,8.8,8.4,1.0,0.0,19.1,8.4,Onsite,Low
47,Female,Operations Manager,8.5,4,8.8,9.1,1.0,1.0,23.3,9.7,Hybrid,Low
51,Female,Operations Manager,10.8,7,6.6,5.6,5.7,7.8,15.0,7.9,Hybrid,High
57,Male,Designer,11.8,1,4.7,3.3,5.9,12.9,16.3,6.1,Onsite,High
42,Female,Designer,5.7,1,7.7,10.0,1.0,0.0,12.3,10.0,Onsite,Low
33,Male,Product Manager,11.3,3,6.4,6.4,2.9,7.7,2.9,7.6,Remote,High
41,Other,HR Specialist,6.8,4,9.5,10.0,1.0,0.0,7.1,10.0,Onsite,Low
41,Female,Operations Manager,9.3,3,6.8,8.1,1.9,1.8,7.1,9.7,Hybrid,Medium
31,Male,Data Analyst,8.4,2,9.5,8.9,1.0,0.0,7.0,7.3,Hybrid,Medium
47,Male,Finance Analyst,10.0,3,4.8,9.1,1.6,6.9,22.8,10.0,Remote,Medium
23,Male,Designer,6.9,3,8.2,10.0,1.0,0.0,0.7,8.7,Hybrid,Low
37,Female,Data Analyst,7.8,3,7.2,10.0,4.3,0.0,9.3,7.0,Hybrid,Medium
32,Female,Operations Manager,10.1,5,6.4,6.2,2.4,5.9,9.9,8.5,Remote,Medium
56,Female,Marketing Executive,5.3,1,9.2,10.0,1.0,0.0,22.7,10.0,Onsite,Low
45,Male,Operations Manager,9.8,4,8.1,7.7,1.4,0.7,7.6,9.3,Remote,Medium
57,Female,Customer Support,9.5,5,4.8,9.1,4.8,4.5,29.3,9.8,Remote,Medium
49,Female,Customer Support,8.0,2,6.1,9.4,3.9,1.7,10.2,9.4,Onsite,Low
40,Male,Customer Support,7.7,2,8.6,8.8,1.0,0.9,3.9,10.0,Remote,Low
57,Male,Operations Manager,11.4,3,6.1,5.4,1.6,5.2,30.0,8.3,Hybrid,Medium
29,Female,Product Manager,9.6,5,4.8,3.7,5.6,7.2,5.5,7.3,Remote,High
40,Female,Operations Manager,9.5,4,7.4,8.6,1.0,3.3,10.2,10.0,Onsite,Medium
43,Other,Designer,7.4,2,9.5,8.9,1.0,0.0,12.6,9.2,Onsite,Low
40,Female,Operations Manager,9.3,1,9.5,10.0,1.5,1.3,6.8,10.0,Remote,Low
29,Female,Sales Executive,6.3,2,8.4,9.6,1.0,0.0,3.4,9.5,Onsite,Low
42,Other,Customer Support,7.5,4,8.6,10.0,1.2,0.0,10.6,10.0,Onsite,Low
26,Male,Data Analyst,8.1,3,8.4,10.0,1.0,0.6,2.8,9.1,Onsite,Low
39,Male,Marketing Executive,9.4,5,6.9,7.5,4.7,5.1,13.7,7.5,Onsite,Medium
38,Female,Product Manager,9.9,6,8.1,8.8,1.0,0.8,15.2,10.0,Remote,Low
47,Male,Finance Analyst,9.3,2,7.3,8.8,2.1,3.9,20.6,10.0,Remote,Medium
41,Male,Designer,7.8,2,7.9,9.7,1.0,0.0,14.1,10.0,Hybrid,Medium
36,Male,Marketing Executive,8.6,1,7.3,9.0,1.5,1.5,5.9,9.9,Onsite,Medium
29,Male,Marketing Executive,10.3,3,4.9,5.9,3.6,7.1,2.7,9.2,Hybrid,High
32,Male,Marketing Executive,8.0,4,7.5,9.5,1.1,1.0,7.5,10.0,Remote,Medium
43,Female,Software Engineer,7.6,2,7.8,9.7,1.8,3.1,19.3,10.0,Hybrid,Low
24,Female,Data Analyst,7.7,1,7.8,10.0,1.0,0.5,1.6,9.8,Onsite,Low
33,Male,Marketing Executive,7.7,2,8.6,9.2,1.4,0.0,5.3,10.0,Remote,Medium
43,Female,Marketing Executive,7.9,5,7.9,9.0,1.9,0.0,17.2,9.0,Remote,Low
27,Male,Customer Support,9.2,2,8.1,7.1,2.0,2.5,4.1,9.8,Remote,Medium
26,Female,Product Manager,7.6,3,7.4,10.0,1.1,0.0,2.8,10.0,Onsite,Low
36,Female,Sales Executive,5.2,2,8.5,10.0,1.0,0.0,9.2,9.6,Hybrid,Low
35,Male,Marketing Executive,8.4,1,8.8,10.0,1.0,2.2,12.5,10.0,Remote,Low
37,Female,Sales Executive,9.4,5,7.1,6.7,1.0,5.8,14.1,9.8,Hybrid,Medium
35,Male,Finance Analyst,7.7,3,7.7,9.4,3.3,0.0,11.9,10.0,Hybrid,Medium
29,Female,Product Manager,6.4,3,7.4,6.4,1.0,0.0,2.6,10.0,Hybrid,Medium
36,Male,Designer,8.9,1,6.8,9.2,3.6,4.1,12.1,8.7,Remote,Medium
32,Male,Data Analyst,10.4,5,8.0,6.1,2.7,3.9,8.2,7.5,Onsite,Medium
50,Female,HR Specialist,7.9,5,8.6,10.0,1.0,0.0,18.5,9.9,Remote,Low
25,Male,Sales Executive,7.6,2,8.2,10.0,1.0,0.0,1.8,9.7,Hybrid,Low
36,Female,Data Analyst,7.7,4,7.9,10.0,1.0,0.0,7.5,10.0,Hybrid,Low
50,Male,Operations Manager,8.7,1,8.8,8.0,1.0,2.0,14.3,9.9,Hybrid,Medium
58,Male,Marketing Executive,7.4,4,7.2,9.1,1.0,0.3,11.3,8.4,Onsite,Low
53,Female,Designer,9.3,3,8.5,10.0,1.0,1.4,27.4,10.0,Hybrid,Low
21,Female,Data Analyst,6.6,3,9.4,8.3,1.0,0.0,0.0,7.3,Hybrid,Low
49,Female,Operations Manager,6.6,2,7.5,10.0,2.0,1.1,16.3,9.9,Onsite,Low
51,Male,Operations Manager,11.3,1,7.3,5.1,3.3,6.5,16.6,9.3,Hybrid,High
36,Male,Software Engineer,10.0,2,5.0,6.1,5.3,7.6,4.7,7.4,Hybrid,High
58,Female,Sales Executive,7.0,3,7.3,9.8,2.9,0.0,31.0,9.1,Onsite,Low
23,Male,Software Engineer,10.2,4,7.0,5.2,1.0,5.9,1.4,9.1,Remote,Medium
25,Male,Customer Support,8.1,3,9.5,10.0,1.0,0.0,2.6,9.3,Onsite,Low
57,Male,Operations Manager,8.9,6,9.0,8.9,2.0,3.7,23.8,10.0,Remote,Low
21,Male,HR Specialist,8.7,1,7.3,7.4,4.0,2.4,0.0,9.7,Remote,Medium
48,Female,HR Specialist,8.7,7,6.8,9.3,2.9,1.2,13.5,6.7,Hybrid,Medium
55,Female,Data Analyst,6.9,3,6.4,10.0,1.0,0.0,13.9,10.0,Remote,Medium
32,Male,Customer Support,8.5,4,9.2,9.6,1.0,0.0,8.1,10.0,Remote,Low
